,Type,Combo,cnt.spp.IndicatorClass_TP_high,prop.spp.IndicatorClass_DOC_high,prop.spp.Green,prop.spp.BCG3
513UNCAKC_7.13.09_1,ref,0.974231329,1.069278201,0.48839336,1.347340894,0.991912862
513UNCAKC_8.13.09_1,ref,1.009182353,1.060086298,1.041069765,1.1336147,0.801958651
513UNCAKC_9.10.08_1,ref,0.836442941,0.269468179,1.510602563,0.461444462,1.104256561
513UNCAKC_9.10.08_2,ref,0.673705675,0.396765145,0.919054906,0.528050506,0.850952144
513UNCAKC_9.23.09_1,ref,1.007528218,1.069278201,1.05634503,0.822402884,1.082086759
514BMCARC_9.27.11_1,ref,1.165633416,1.060086298,0.950322764,1.983825725,0.668298876
514BRUUPX_10.9.08_1,ref,1.200924546,1.077872716,1.71102649,0.954712679,1.060086298
514BRUUPX_10.9.08_2,ref,1.299071451,1.58706058,1.152799931,1.198907123,1.257518168
514DNCLDC_7.22.10_1,ref,1.301514562,1.069278201,1.106274847,1.199281455,1.831223746
514DNCLDC_9.7.10_1,ref,1.072080813,1.060086298,0.885503477,1.578963332,0.763770144
514ICEUPx_8.13.14_1,ref,0.810961183,0.538936358,1.500480142,0.642261257,0.562166976
514LNCASC_8.18.11_1,ref,0.967511793,1.58706058,1.229183441,0.808832078,0.244971072
514LNCASC_8.18.11_2,ref,0.867748401,1.069278201,1.218616935,0.822402884,0.360695586
514LNCASC_8.30.11_1,ref,1.029148127,1.060086298,1.283061768,1.417018375,0.356426067
514PCASMR_10.29.14_1,ref,1.179207803,1.077872716,1.889181092,0.954712679,0.795064724
514PS0131_7.28.14_1,ref,1.118654808,1.58706058,1.212815546,1.135806748,0.538936358
514SBCAMR_8.17.11_1,ref,0.753135747,1.069278201,0.870891423,1.072373365,0
514SBCAMR_8.29.11_1,ref,1.155205496,1.060086298,1.000737764,1.668932752,0.891065167
514SCCAAR_7.24.08_1,ref,1.09288696,1.077872716,1.581459507,0.989429504,0.722786113
514SFA222_7.28.14_1,ref,0.845440064,1.190295435,1.092784317,0.799271415,0.299409088
514SSC190_9.11.14_1,ref,0.772996625,0.5346391,1.083390347,0.812681809,0.661275242
517FCA046_7.11.13_1,ref,0.964006381,1.060086298,1.274419197,0.56680735,0.954712679
517FCA046_8.14.13_1,ref,1.069909989,0.808404537,1.71102649,0.700122632,1.060086298
517LCCAYB_8.12.08_1,ref,1.097729702,1.58706058,1.254364818,0.305794125,1.243699287
517PS0054_7.28.10_1,ref,0.860127436,1.069278201,1.023890648,1.347340894,0
517PS0074_9.20.11_1,ref,1.04817401,1.060086298,1.202397767,1.039146808,0.891065167
518BTCASC_6.12.13_1,ref,1.150857321,1.077872716,1.844642442,1.018360191,0.662553937
518CHCANF_7.12.12_1,ref,0.986234289,1.58706058,1.032768702,1.325107873,0
518CPCRCR_8.14.08_1,ref,1.33377148,1.069278201,0.9346411,1.347340894,1.983825725
518CPCRCR_8.20.14_1,ref,1.192847162,1.060086298,1.167326462,1.614168757,0.929807131
518CPCRCR_8.20.14_2,ref,1.094972276,0.808404537,1.65620969,0.89596113,1.019313748
518FCA075_8.12.13_1,ref,1.120968378,1.58706058,1.032768702,1.325107873,0.538936358
518GZCUPx_6.30.14_1,ref,1.155869851,1.069278201,1.299752888,1.172361557,1.082086759
518GZCUPx_8.20.08_1,ref,1.498218061,1.325107873,1.347340894,1.983825725,1.336597751
518KNCAWC_8.15.11_1,ref,1.239911198,1.077872716,1.581459507,1.336597751,0.963714817
518MLC181_7.15.14_1,ref,0.990074907,1.58706058,1.147343966,0.98092401,0.244971072
518PS0033_6.29.09_1,ref,1.265635337,1.069278201,1.106274847,0.903162578,1.983825725
518PS0073_8.16.11_1,ref,1.259136239,1.060086298,1.101567766,1.983825725,0.891065167
518PS0089_8.1.12_1,ref,0.96041179,1.077872716,1.621949189,0.700122632,0.441702624
518PS0093_9.24.12_1,ref,0.972978813,1.58706058,1.135652613,0.784247517,0.384954541
518PS0113_7.9.12_1,ref,0.874550783,1.069278201,1.232139594,0.866147718,0.330637621
518PS0113_7.9.12_2,ref,1.002678402,1.060086298,1.239063222,1.468546316,0.243017773
518RCNAPC_10.21.09_1,ref,1.238787852,1.077872716,1.65620969,0.89596113,1.325107873
518RCNAPC_5.20.09_1,ref,1.161382837,1.983825725,1.336597751,1.325107873,0
518RCNAPC_6.16.09_1,ref,1.346167251,1.069278201,0.984224183,1.347340894,1.983825725
518RCNAPC_8.11.09_1,ref,1.149474156,1.060086298,1.162065767,1.039146808,1.336597751
518RCNAPC_8.18.14_1,ref,1.176143248,1.077872716,1.853550172,1.031089694,0.742060409
518RCNAPC_8.6.08_1,ref,1.165679046,1.58706058,0.672675014,1.325107873,1.077872716
518RCNAPC_9.9.09_1,ref,1.307917238,1.069278201,1.170889904,1.007675123,1.983825725
518SDCAHR_6.12.13_1,ref,1.067479479,1.060086298,1.252812768,1.511486266,0.445532584
518SED086_8.17.11_1,ref,1.076050815,1.077872716,1.581459507,1.163013628,0.481857408
518SNCABC_9.26.12_1,ref,1.175949242,1.58706058,1.192810341,1.325107873,0.598818175
518SPC134_6.18.13_1,ref,1.230431522,1.069278201,1.182556512,1.347340894,1.322550483
518WE0521_6.19.13_1,ref,0.97391858,1.060086298,1.202397767,1.039146808,0.594043445
518WLCBWL_8.5.13_1,ref,1.1186096,1.077872716,1.176562684,1.336597751,0.883405249
518YLCAFR_8.17.11_1,ref,1.111588625,1.58706058,1.242823353,1.167356936,0.449113631
522CE0027_6.9.14_1,ref,0.971531963,0.5346391,1.092987073,0.850625357,1.407876321
522GSCBSC_9.24.09_1,ref,1.154905222,1.060086298,1.041069765,1.983825725,0.5346391
522MFSCRB_9.18.08_1,ref,1.221042797,1.077872716,1.621949189,0.859241411,1.325107873
522MFSCRB_9.18.08_2,ref,1.038501817,1.190295435,0.977369673,0.742642874,1.243699287
522PS0504_6.11.13_1,ref,1.210561066,1.069278201,1.083390347,0.705749992,1.983825725
522PS0504_6.11.13_2,ref,1.134349656,1.060086298,1.101567766,1.039146808,1.336597751
523PS0172_8.10.11_1,ref,1.029652775,0.808404537,1.844642442,0.434924665,1.030639457
523TMCATG_10.5.09_1,ref,0.906430191,0.79353029,1.082436797,0.541792874,1.207960802
524PS0342_7.18.12_1,ref,0.93181916,0.801958651,0.904891251,0.962386353,1.058040386
524PS0650_7.1.14_1,ref,1.352639063,1.060086298,1.252812768,1.983825725,1.113831459
524PS0650_7.1.14_2,ref,1.323889227,1.077872716,1.861772692,1.336597751,1.019313748
524PS0650_7.17.14_1,ref,1.300737336,1.58706058,1.254364818,1.325107873,1.036416073
526PNCAMF_6.25.13_1,ref,1.161382837,1.336597751,1.325107873,0,1.983825725
526PS0072_8.27.08_1,ref,1.064158221,1.060086298,0.67808176,1.983825725,0.5346391
526PS0072_8.7.14_1,ref,1.119898958,1.077872716,1.800103791,1.336597751,0.265021575
526PS0072_9.15.10_1,ref,0.780853991,1.190295435,0.878442836,1.054677695,0
526PS0072_9.21.09_1,ref,0.65187849,1.069278201,0.190894867,1.347340894,0
526PS0072_9.23.08_1,ref,1.183513738,1.060086298,0.799077762,1.983825725,0.891065167
526PS0076_8.26.08_1,ref,1.077135771,1.077872716,1.303815971,0.791047649,1.135806748
526PS0396_9.1.09_1,ref,1.254160087,1.58706058,1.152799931,1.198907123,1.077872716
526PS1100_8.21.12_1,ref,0.800627737,1.069278201,0.785891854,1.347340894,0
526PS1144_8.22.12_1,ref,1.183513738,1.060086298,0.799077762,1.983825725,0.891065167
526PS1420_6.25.13_1,ref,1.071610742,1.077872716,1.532871888,1.145655215,0.530043149
526PSCBLK_8.21.12_1,ref,0.6184287,1.58706058,0.192550097,0.694104124,0
526WER123_8.21.12_1,ref,0.957210189,1.069278201,1.232139594,0.866147718,0.661275242
526WTCACT_6.24.13_1,ref,1.12016053,1.060086298,1.246236898,1.24451179,0.929807131
527PS1156_8.21.12_1,ref,1.126510759,1.077872716,1.844642442,0.700122632,0.883405249
527PS1156_8.21.12_2,ref,1.18329176,1.58706058,1.264257501,0.919462606,0.962386353
532CPC238_7.30.14_1,ref,0.96587319,0.801958651,1.113140196,1.154863624,0.79353029
532CRM206_7.10.14_1,ref,1.052056933,1.060086298,1.294061405,1.12502671,0.729053319
532PTCAER_8.19.13_1,ref,1.025011575,1.077872716,1.685575833,1.336597751,0
534ANCACF_8.31.10_1,ref,1.22598899,1.58706058,1.167803835,0.970168264,1.178923283
534CFSAIM_7.27.09_1,ref,1.290759929,1.069278201,1.083390347,1.026545443,1.983825725
534DCC167_8.14.13_1,ref,0.846668314,0.795064724,1.101567766,1.1336147,0.356426067
534MLC108_9.14.11_1,ref,1.202676158,1.077872716,1.910140457,0.887321196,0.935370263
534PS0070_8.30.10_1,ref,1.253388897,1.58706058,1.212815546,1.135806748,1.077872716
534RSCAGG_9.19.11_1,ref,1.160167888,1.069278201,1.232139594,1.347340894,0.991912862
534SPC227_7.9.14_1,ref,1.135581266,1.060086298,1.308534611,1.610926152,0.562778
534SRCFFC_8.29.12_1,ref,0.999731,1.077872716,1.399255937,0.859241411,0.662553937
534WER219_8.29.12_1,ref,0.967511793,1.58706058,1.229183441,0.808832078,0.244971072
536CLR247_7.8.14_1,ref,0.955824179,1.069278201,1.202389744,1.154863624,0.396765145
536HLCBFM_6.18.13_1,ref,0.740703741,0.795064724,1.088416027,0.381978866,0.697355348
536LLCACR_9.22.11_1,ref,1.045606476,1.077872716,1.473487021,1.336597751,0.294468416
536PS0107_7.17.12_1,ref,0.963728433,1.58706058,0.94274528,1.325107873,0
536SED006_9.20.11_1,ref,0.834902929,1.069278201,1.083390347,1.186943169,0
536SED108_9.21.11_1,ref,1.14264443,1.060086298,1.144780624,1.983825725,0.381885072
536SED108_9.21.11_2,ref,1.142910512,1.077872716,1.733295816,1.097919581,0.662553937
536STR127_6.17.13_1,ref,1.145634223,1.58706058,1.192810341,0.904438707,0.898227263
536TRC119_6.18.13_1,ref,0.999672378,1.069278201,0.998390778,0.797405835,1.1336147
537ADCH41_9.12.11_1,ref,1.233693667,1.060086298,1.222563768,1.983825725,0.668298876
537BLCABG_9.15.11_1,ref,1.285399297,1.077872716,1.733295816,1.336597751,0.993830905
537BSCAWR_7.15.08_1,ref,1.257609093,1.58706058,1.065504492,1.153015941,1.224855359
537GZCAMR_8.7.08_1,ref,1.235352607,1.069278201,1.182556512,0.705749992,1.983825725
537TYCAML_7.16.08_1,ref,1.080033272,1.060086298,1.041069765,1.417018375,0.801958651
539NDCACC_10.15.09_1,ref,1.11768863,1.077872716,0.731176179,1.336597751,1.325107873
539NDCACC_10.8.09_1,ref,1.072989444,1.58706058,0.94274528,1.088481467,0.673670447
539NDCACC_5.5.09_1,ref,1.239235434,1.069278201,0.984224183,0.919613626,1.983825725
539NDCACC_6.15.09_1,ref,1.034067289,0.795064724,0.799077762,1.35403978,1.18808689
539NDCACC_9.10.09_1,ref,1.166941093,1.347340894,1.983825725,1.336597751,0
540BCA168_6.24.14_1,ref,1.133798237,1.58706058,1.336597751,0.868174124,0.743360493
540CQCBBR_9.14.11_1,ref,1.00022174,1.069278201,1.083390347,1.186943169,0.661275242
540GNCBTC_9.13.11_1,ref,0.844741965,1.060086298,1.144780624,1.174100939,0
540MNCANF_9.29.10_1,ref,1.111077626,1.077872716,1.844642442,0.859241411,0.662553937
540MNCASJ_8.24.10_1,ref,1.120856897,1.58706058,1.264257501,1.054677695,0.577431812
540SDC212_6.16.14_1,ref,0.816038711,0.5346391,1.224310686,0.739517935,0.765687122
540SED003_8.30.11_1,ref,1.084315366,1.060086298,1.124836228,1.329817244,0.822521693
540SSJ200_6.24.14_1,ref,1.153325189,1.077872716,1.971895729,0.995628937,0.567903374
552DKC268_6.23.14_1,ref,0.969907637,1.190295435,1.286952482,0.768339859,0.634042774
552DRCAEF_6.25.14_1,ref,0.989457004,1.069278201,1.264476387,0.761540506,0.862532924
552FCA017_7.30.13_1,ref,1.188597215,1.060086298,1.239063222,1.72618602,0.729053319
552FCA017_7.9.13_1,ref,1.06009127,1.077872716,1.733295816,1.097919581,0.331276968
552KRSFBC_7.14.08_1,ref,1.000736453,1.58706058,0.192550097,1.325107873,0.898227263
552MFC120_7.22.13_1,ref,0.800627737,1.069278201,0.785891854,1.347340894,0
552MFCAKR_6.11.08_1,ref,0.885124945,1.060086298,0.496587757,1.983825725,0
552PS0028_6.18.08_1,ref,0.786411661,1.077872716,0.731176179,1.336597751,0
552PS0028_6.18.08_2,ref,0.851199156,1.58706058,0.49262817,1.325107873,0
552PS0072_8.30.11_1,ref,0.943209393,0.801958651,1.125890132,0.522438306,1.322550483
552PS0284_8.29.11_1,ref,1.02646744,1.060086298,1.283061768,1.228082591,0.5346391
553KRMAPC_8.22.11_1,ref,0.639485227,0.808404537,0.731176179,1.018360191,0
553KRNAYC_10.13.11_1,ref,1.124287604,1.58706058,1.254364818,1.033875373,0.621849644
553KRNAYC_6.17.14_1,ref,0.7275531,0.26731955,1.083390347,0.898227263,0.661275242
553KRNAYC_6.17.14_2,ref,0.946362918,0.530043149,1.129066857,1.640306119,0.486035546
553KRNAYC_8.24.11_1,ref,1.270929505,1.077872716,1.800103791,1.145655215,1.060086298
554CLCALK_8.23.11_1,ref,1.254160087,1.58706058,1.152799931,1.198907123,1.077872716
554FSC207_6.19.14_1,ref,0.985347551,1.069278201,1.152043846,0.804456285,0.915611873
554LCCADR_6.10.08_1,ref,0.760978006,1.060086298,0,1.983825725,0
554NYCGWD_8.25.11_1,ref,0.843628687,1.077872716,1.532871888,0.763770144,0
554NYCGWD_8.25.11_2,ref,0.988780638,1.58706058,0.94274528,1.088481467,0.336835224
554PMCABC_8.24.11_1,ref,0.961099156,1.069278201,1.05634503,0.997382221,0.721391173
554PMCGWD_8.23.11_1,ref,1.133786643,1.060086298,1.177190267,1.629571131,0.668298876
554SED027_8.24.11_1,ref,0.818198898,1.077872716,1.176562684,1.018360191,0
555PS0064_6.17.08_1,ref,1.212707886,1.983825725,1.092784317,1.325107873,0.449113631
601PS0077_8.7.12_1,ref,0.958587262,1.069278201,1.125890132,1.072373365,0.56680735
601PS0077_8.7.12_2,ref,1.050249284,1.060086298,1.177190267,1.629571131,0.334149438
603DDM004_7.9.13_1,ref,1.066797967,1.077872716,1.770411358,1.124439378,0.294468416
603DDM005_9.13.11_1,ref,1.188034379,1.58706058,0.49262817,1.325107873,1.347340894
603DDM005_9.13.11_2,ref,1.296584168,1.069278201,0.785891854,1.347340894,1.983825725
603FCA145_8.21.13_1,ref,0.998558697,1.060086298,0.950322764,1.983825725,0
603GLS001_8.1.10_1,ref,1.248386679,1.077872716,1.926687324,0.733621322,1.255365353
603GSCADC_8.25.10_1,ref,1.213575401,1.58706058,1.135652613,0.784247517,1.347340894
603OHCAOR_8.24.10_1,ref,0.604154774,1.069278201,0,1.347340894,0
603PS0008_7.30.08_1,ref,0.930498446,1.060086298,0.67808176,1.983825725,0
603PS0045_8.29.11_1,ref,1.119898958,1.077872716,1.800103791,1.336597751,0.265021575
603PS0045_8.29.11_2,ref,1.071777543,1.58706058,1.229183441,0.98092401,0.489942143
603PS0056_8.31.11_1,ref,0.89311179,0.801958651,1.142890046,0.834068173,0.79353029
603PS0073_9.13.11_1,ref,1.126897253,1.060086298,1.202397767,1.35403978,0.891065167
603PS0075_7.31.12_1,ref,1.11983756,1.077872716,1.770411358,1.336597751,0.294468416
603PS0075_8.15.12_1,ref,0.926218674,1.58706058,0.792706243,1.325107873,0
603PS0076_7.23.12_1,ref,0.986554211,1.069278201,1.182556512,0.812681809,0.881700322
603PS0092_7.25.12_1,ref,0.760978006,1.060086298,0,1.983825725,0
603PS0109_7.29.08_1,ref,1.160378602,1.077872716,1.473487021,0.912281005,1.177873665
603PS0557_8.18.10_1,ref,1.129254082,1.58706058,1.167803835,1.088481467,0.673670447
603PS1056_7.24.12_1,ref,1.055015465,1.069278201,1.202389744,1.154863624,0.79353029
603PS1056_8.14.12_1,ref,0.945957563,1.060086298,1.144780624,1.578963332,0
603PS1488_7.10.13_1,ref,1.11983756,1.077872716,1.770411358,1.336597751,0.294468416
603RCC156_7.16.13_1,ref,1.092215839,1.983825725,0.792706243,0.694104124,0.898227263
603RCC156_7.16.13_2,ref,0.499244889,1.069278201,0.360894006,0,0.56680735
603SPCBWC_7.22.08_1,ref,0.981244209,1.060086298,0.67808176,0.850211025,1.336597751
626PS0171_5.15.08_1,ref,1.075797896,1.077872716,1.918873526,0.275805885,1.030639457
626PS0619_6.3.10_1,ref,1.206063616,1.58706058,1.212815546,0.946505624,1.077872716
626PS0827_6.3.10_1,ref,1.036869996,0.801958651,1.170889904,1.007675123,1.166956309
626PS1195_5.23.13_1,ref,1.033545329,0.795064724,1.248491482,1.174100939,0.916524172
628MRW138_5.21.14_1,ref,1.140415071,1.077872716,1.770411358,1.124439378,0.588936832
630FCA097_8.22.13_1,ref,0.986234289,1.58706058,1.032768702,1.325107873,0
630PS0005_7.31.08_1,ref,1.089484078,1.069278201,0.9346411,0.866147718,1.487869293
630PS0005_7.31.08_2,ref,1.072043478,1.060086298,0.950322764,1.275316537,1.002448313
630PS0005_8.25.14_1,ref,1.112215633,1.077872716,1.532871888,0.954712679,0.883405249
630PS0005_8.25.14_2,ref,1.143226166,1.58706058,1.055274558,1.088481467,0.842088059
630RBS005_8.12.14_1,ref,0.956665149,1.069278201,1.295889271,0.705749992,0.755743133
630RBS005_8.7.12_1,ref,0.959764459,1.060086298,1.303227769,0.881700322,0.594043445
630SED034_8.6.12_1,ref,0.987242548,0.808404537,1.880894832,0.581708656,0.677962168
631DEP001_8.28.12_1,ref,0.851199156,1.58706058,0.49262817,1.325107873,0
631LWK002_8.12.14_1,ref,1.119917931,1.069278201,1.281722676,1.026545443,1.102125403
631PS0001_7.28.09_1,ref,0.960747446,1.060086298,0.799077762,1.983825725,0
631PS0001_9.29.10_1,ref,0.897758288,1.077872716,1.176562684,1.336597751,0
631PS0011_7.28.09_1,ref,1.136824992,1.58706058,1.135652613,1.054677695,0.769909083
631PS0023_8.4.09_1,ref,1.222209545,1.069278201,0.48839336,1.347340894,1.983825725
631PS0023_8.4.09_2,ref,1.197817996,1.060086298,0.67808176,1.983825725,1.069278201
631PS0033_8.30.10_1,ref,1.119070085,1.077872716,1.399255937,1.336597751,0.662553937
631PS0145_7.2.14_1,ref,1.204432537,1.58706058,1.135652613,1.325107873,0.769909083
631WWK005_7.29.10_1,ref,1.205414193,1.069278201,1.15776497,1.106744306,1.487869293
631WWK005_7.29.10_2,ref,1.129427804,1.060086298,1.222563768,1.70042205,0.5346391
631WWK005_7.29.10_3,ref,1.193454664,1.077872716,1.770411358,1.336597751,0.588936832
632CHV001_7.23.10_1,ref,1.171932816,1.58706058,1.286952482,0.545632654,1.268085548
632DIX001_9.3.12_1,ref,0.794803498,1.069278201,1.083390347,1.026545443,0
632ELD001_9.8.11_1,ref,1.129427804,1.060086298,1.222563768,1.70042205,0.5346391
632HNCAHL_8.31.10_1,ref,1.036250843,1.077872716,1.399255937,1.336597751,0.331276968
632HOS002_9.4.12_1,ref,1.194263079,1.58706058,1.229183441,0.98092401,0.979884287
632MUR001_9.7.11_1,ref,0.961804157,1.069278201,0.9346411,1.347340894,0.495956431
632NOB001_7.25.10_1,ref,0.998558697,1.060086298,0.950322764,1.983825725,0
632NOB001_9.1.10_1,ref,0.953431601,1.077872716,1.399255937,1.336597751,0
632PS0007_7.23.08_1,ref,1.498218061,1.983825725,1.336597751,1.325107873,1.347340894
632PS0014_8.3.09_1,ref,1.319110514,1.069278201,1.05634503,1.347340894,1.803477931
632PS0058_8.15.11_1,ref,1.288564997,1.060086298,1.041069765,1.983825725,1.069278201
632SVK001_8.27.14_1,ref,1.127196346,1.077872716,1.746657411,1.260220737,0.424034519
633PS0003_7.22.08_1,ref,1.038885046,1.58706058,0.94274528,0.615228655,1.010505671
633PS0083_9.4.12_1,ref,0.925547716,0.801958651,1.317139163,0.591180188,0.991912862
633WCR003_9.4.12_1,ref,0.870647713,0.795064724,1.258862568,0.68016882,0.748494741
633WE0991_9.9.14_1,ref,0.958201049,0.808404537,1.783046436,0.564702393,0.676650829
634CAT055_10.4.11_1,ref,1.042027879,1.58706058,1.167803835,0.851855061,0.561392039
634CAT055_8.11.10_1,ref,0.958587262,1.069278201,1.125890132,1.072373365,0.56680735
634CLD001_9.9.14_1,ref,1.261605827,1.060086298,1.177190267,1.806698428,1.002448313
634EGL005_10.3.11_1,ref,0.987393572,1.077872716,1.861772692,0.602203382,0.407725499
634GACALL_9.10.13_1,ref,1.043505239,1.58706058,1.264257501,0.649032428,0.673670447
634GRF001_10.3.11_1,ref,1.138762721,1.069278201,1.05634503,1.347340894,1.082086759
634HHCATC_10.4.11_1,ref,1.22173511,1.060086298,1.041069765,1.983825725,0.801958651
634HID001_10.3.11_1,ref,1.285399297,1.077872716,1.733295816,1.336597751,0.993830905
634MKC278_9.8.14_1,ref,0.941794532,1.190295435,1.254364818,0.597026624,0.725491251
634PS0019_8.5.09_1,ref,0.906957451,1.069278201,0.984224183,1.13347726,0.440850161
634PS0035_9.1.10_1,ref,1.121385742,1.060086298,1.222563768,1.1336147,1.069278201
634PS0062_10.12.11_1,ref,0.953431601,1.077872716,1.399255937,1.336597751,0
634PS0099_9.10.12_1,ref,1.097700139,1.983825725,1.336597751,0.733541858,0.336835224
634R10BMW_9.29.11_1,ref,1.068812387,1.069278201,1.148063933,0.677854736,1.380052678
634R10GNL_10.3.11_1,ref,0.954146202,1.060086298,1.177190267,0.743934647,0.835373594
634R10GNL_10.3.11_2,ref,0.975476735,1.077872716,1.733295816,0.262545987,0.828192421
634R10UTR_9.28.11_1,ref,1.145634223,1.58706058,1.192810341,0.904438707,0.898227263
634TRT001_8.26.13_1,ref,1.131265358,1.069278201,0.785891854,1.347340894,1.322550483
634UTRADC_8.21.13_1,ref,1.161791062,1.060086298,1.202397767,1.196593294,1.18808689
634WSN001_10.4.11_1,ref,1.202580055,1.077872716,1.733295816,1.336597751,0.662553937
635CLS001_7.9.10_1,ref,1.191525148,1.58706058,1.254364818,0.888259124,1.036416073
635PRN001_9.2.14_1,ref,0.9815191,1.069278201,1.023890648,1.039377261,0.79353029
635PS0038_8.9.10_1,ref,1.234554198,1.060086298,1.252812768,1.511486266,1.113831459
635PS0038_8.9.10_2,ref,1.213853659,1.077872716,1.824397601,0.989429504,0.963714817
636PS0070_9.21.11_1,ref,0.848087292,1.190295435,1.172396867,0.204754278,0.824902588
636SAG001_7.12.10_1,ref,1.079240995,1.069278201,1.269326906,0.986446012,0.991912862
636SHCWES_7.30.13_1,ref,0.774992718,1.060086298,1.000737764,1.039146808,0
636SHCWES_7.30.13_2,ref,0.834092516,1.077872716,1.399255937,0.859241411,0
639PS1279_6.11.13_1,ref,1.186021853,1.58706058,1.212815546,1.135806748,0.808404537
641OWC157_7.24.13_1,ref,1.040757495,1.069278201,0.870891423,0.522438306,1.70042205
705PCCPCP_5.21.13_1,ref,1.176812019,1.060086298,0.799077762,1.511486266,1.336597751
719HOTCPF_4.15.14_1,ref,1.029870738,1.077872716,1.722520336,0.720654087,0.598435814
719HOTCPF_5.14.13_1,ref,1.184673445,1.58706058,1.336597751,0.80452978,1.010505671
719MISSCK_5.21.13_1,ref,0.995928225,1.069278201,1.189639809,0.591180188,1.1336147
719NP7AZC_4.9.14_1,ref,0.937800556,1.060086298,1.347340894,1.009625592,0.334149438
719NP7BNC_4.9.14_1,ref,1.133346952,1.077872716,1.933719743,0.859241411,0.662553937
719NP7DPC_4.8.14_1,ref,0.589809363,0.396765145,1.108577899,0.428418335,0.425476072
719NP7TWP_4.9.14_1,ref,1.063809122,1.069278201,1.125890132,1.20985713,0.850211025
719TRMDSS_4.8.14_1,ref,1.212914793,1.060086298,0.985225456,1.983825725,0.822521693
719TRMDSS_5.15.13_1,ref,0.670984661,1.347340894,0,1.336597751,0
719WWRAEF_6.9.10_1,ref,1.000736453,1.58706058,0.192550097,1.325107873,0.898227263
719WWRAEF_6.9.10_2,ref,0.982516111,1.069278201,0.190894867,1.347340894,1.322550483
719WWRPUS_5.13.13_1,ref,0.880664948,1.325107873,1.347340894,0.850211025,0
